Date,Open,High,Low,Close,Adj Close,Volume
2023-03-28,525.000000,530.000000,524.000000,525.000000,516.953613,17234120
2023-03-29,533.000000,533.000000,525.000000,530.000000,521.876953,17280749
2023-03-30,536.000000,537.000000,531.000000,535.000000,526.800232,19201564
2023-03-31,538.000000,538.000000,532.000000,533.000000,524.830994,23558838
2023-04-06,530.000000,531.000000,526.000000,530.000000,521.876953,25423363
2023-04-07,535.000000,535.000000,529.000000,531.000000,522.861633,8557482
2023-04-10,533.000000,533.000000,528.000000,529.000000,520.892273,7435151
2023-04-11,522.000000,527.000000,522.000000,524.000000,515.968872,22675697
2023-04-12,523.000000,524.000000,517.000000,520.000000,512.030212,23816473
2023-04-13,515.000000,517.000000,510.000000,510.000000,502.183472,25536889
2023-04-14,516.000000,520.000000,513.000000,516.000000,508.091553,18072504
2023-04-17,519.000000,520.000000,514.000000,520.000000,512.030212,14634287
2023-04-18,518.000000,520.000000,514.000000,515.000000,507.106812,15168888
2023-04-19,517.000000,518.000000,509.000000,510.000000,502.183472,21123233
2023-04-20,512.000000,516.000000,510.000000,513.000000,505.137482,17221961
2023-04-21,520.000000,520.000000,510.000000,511.000000,503.168152,25016683
2023-04-24,505.000000,510.000000,504.000000,507.000000,499.229462,16886512
2023-04-25,504.000000,505.000000,498.000000,498.000000,490.367401,36898412
2023-04-26,498.000000,498.500000,491.000000,491.500000,483.967010,31269245
2023-04-27,491.000000,495.000000,489.000000,493.500000,485.936371,29537148
2023-04-28,498.500000,502.000000,498.000000,502.000000,494.306091,24824100
2023-05-02,500.000000,502.000000,496.500000,501.000000,493.321411,15325791
2023-05-03,496.000000,498.000000,495.000000,496.000000,488.398041,11369311
2023-05-04,497.000000,499.500000,496.000000,498.000000,490.367401,13140291
2023-05-05,500.000000,502.000000,498.500000,500.000000,492.336731,7488897
2023-05-08,509.000000,509.000000,502.000000,504.000000,496.275452,11243634
2023-05-09,507.000000,510.000000,505.000000,510.000000,502.183472,16197743
2023-05-10,508.000000,508.000000,500.000000,503.000000,495.290771,18859212
2023-05-11,506.000000,506.000000,498.500000,499.000000,491.352051,13382927
2023-05-12,496.000000,500.000000,495.000000,496.000000,488.398041,18465362
2023-05-15,497.000000,499.500000,494.500000,495.500000,487.905701,13315766
2023-05-16,503.000000,508.000000,500.000000,505.000000,497.260132,21140315
2023-05-17,508.000000,521.000000,506.000000,519.000000,511.045532,41406763
2023-05-18,533.000000,536.000000,526.000000,530.000000,521.876953,43096277
2023-05-19,535.000000,535.000000,529.000000,532.000000,523.846313,32099068
2023-05-22,532.000000,533.000000,529.000000,531.000000,522.861633,17208135
2023-05-23,530.000000,531.000000,525.000000,530.000000,521.876953,19588873
2023-05-24,527.000000,528.000000,524.000000,525.000000,516.953613,19086681
2023-05-25,542.000000,545.000000,537.000000,543.000000,534.677734,63827245
2023-05-26,568.000000,568.000000,563.000000,566.000000,557.325195,95808471
2023-05-29,574.000000,574.000000,564.000000,568.000000,559.294556,54657853
2023-05-30,566.000000,568.000000,563.000000,566.000000,557.325195,40136130
2023-05-31,560.000000,562.000000,551.000000,558.000000,549.447815,81176782
2023-06-01,550.000000,554.000000,550.000000,551.000000,542.555115,24477529
2023-06-02,559.000000,564.000000,557.000000,562.000000,553.386475,30206141
2023-06-05,560.000000,560.000000,555.000000,555.000000,546.493774,16827391
2023-06-06,554.000000,562.000000,553.000000,560.000000,551.417175,20228086
2023-06-07,561.000000,568.000000,560.000000,568.000000,559.294556,27604813
2023-06-08,562.000000,568.000000,555.000000,559.000000,550.432434,23080195
2023-06-09,561.000000,566.000000,561.000000,565.000000,556.340515,19091713
2023-06-12,574.000000,574.000000,571.000000,574.000000,565.202576,26392389
2023-06-13,593.000000,594.000000,589.000000,593.000000,583.911377,56174363
2023-06-14,590.000000,591.000000,587.000000,590.000000,580.957336,23583314
2023-06-15,590.000000,593.000000,587.000000,591.000000,584.667053,27392154
2023-06-16,590.000000,590.000000,584.000000,589.000000,582.688416,38128802
2023-06-19,583.000000,585.000000,582.000000,583.000000,576.752686,14346885
2023-06-20,579.000000,585.000000,579.000000,583.000000,576.752686,16221413
2023-06-21,582.000000,585.000000,578.000000,581.000000,574.774170,21703937
2023-06-26,576.000000,578.000000,574.000000,574.000000,567.849182,27142262
2023-06-27,570.000000,575.000000,569.000000,572.000000,565.870605,21501718
2023-06-28,579.000000,579.000000,571.000000,574.000000,567.849182,18175426
2023-06-29,578.000000,580.000000,570.000000,573.000000,566.859863,16937929
2023-06-30,570.000000,576.000000,568.000000,576.000000,569.827698,22654976
2023-07-03,578.000000,580.000000,576.000000,579.000000,572.795593,14785585
2023-07-04,585.000000,585.000000,580.000000,585.000000,578.731323,17219541
2023-07-05,589.000000,589.000000,579.000000,582.000000,575.763428,14913592
2023-07-06,573.000000,574.000000,565.000000,565.000000,558.945618,28564891
2023-07-07,565.000000,572.000000,563.000000,565.000000,558.945618,18796190
2023-07-10,567.000000,573.000000,565.000000,565.000000,558.945618,18454982
2023-07-11,574.000000,577.000000,570.000000,577.000000,570.817017,17850636
2023-07-12,574.000000,578.000000,572.000000,578.000000,571.806335,15588228
2023-07-13,587.000000,590.000000,585.000000,585.000000,578.731323,25442137
2023-07-14,589.000000,591.000000,587.000000,591.000000,584.667053,23121873
2023-07-17,588.000000,591.000000,587.000000,591.000000,584.667053,13807834
2023-07-18,587.000000,588.000000,580.000000,581.000000,574.774170,20932006
2023-07-19,584.000000,587.000000,579.000000,581.000000,574.774170,22499123
2023-07-20,580.000000,584.000000,578.000000,579.000000,572.795593,15108109
2023-07-21,560.000000,563.000000,557.000000,560.000000,553.999207,46711021
2023-07-24,557.000000,563.000000,557.000000,558.000000,552.020630,25268835
2023-07-25,561.000000,569.000000,561.000000,569.000000,562.902710,19590349
2023-07-26,569.000000,571.000000,563.000000,566.000000,559.934875,13314305
2023-07-27,570.000000,570.000000,566.000000,569.000000,562.902710,12200358
2023-07-28,569.000000,573.000000,565.000000,567.000000,560.924194,18540078
2023-07-31,575.000000,575.000000,560.000000,565.000000,558.945618,24208467
2023-08-01,565.000000,568.000000,564.000000,567.000000,560.924194,16259643
2023-08-02,567.000000,569.000000,558.000000,561.000000,554.988464,25583234
2023-08-04,556.000000,560.000000,552.000000,554.000000,548.063477,26279173
2023-08-07,558.000000,561.000000,556.000000,558.000000,552.020630,14369551
2023-08-08,558.000000,558.000000,551.000000,552.000000,546.084900,19010690
2023-08-09,550.000000,557.000000,550.000000,554.000000,548.063477,14389090
2023-08-10,552.000000,554.000000,550.000000,551.000000,545.095642,17892615
2023-08-11,556.000000,558.000000,546.000000,546.000000,540.149231,17608427
2023-08-14,540.000000,543.000000,537.000000,541.000000,535.202759,20939030
2023-08-15,543.000000,545.000000,540.000000,542.000000,536.192017,14066307
2023-08-16,541.000000,543.000000,536.000000,542.000000,536.192017,28269840
2023-08-17,540.000000,546.000000,537.000000,544.000000,538.170654,22843138
2023-08-18,540.000000,544.000000,539.000000,539.000000,533.224243,17592345
2023-08-21,544.000000,544.000000,534.000000,537.000000,531.245667,16633821
2023-08-22,544.000000,544.000000,538.000000,541.000000,535.202759,14594304
2023-08-23,546.000000,552.000000,544.000000,552.000000,546.084900,20636332
2023-08-24,563.000000,564.000000,558.000000,564.000000,557.956360,23280827
2023-08-25,549.000000,551.000000,546.000000,546.000000,540.149231,24144537
2023-08-28,547.000000,553.000000,547.000000,549.000000,543.117004,8991985
2023-08-29,551.000000,553.000000,546.000000,552.000000,546.084900,10516678
2023-08-30,558.000000,560.000000,554.000000,555.000000,549.052734,15117416
2023-08-31,553.000000,556.000000,548.000000,549.000000,543.117004,40431378
2023-09-01,543.000000,553.000000,543.000000,548.000000,542.127747,13669766
2023-09-04,549.000000,557.000000,549.000000,557.000000,551.031372,9531157
2023-09-05,553.000000,555.000000,550.000000,552.000000,546.084900,12220686
2023-09-06,556.000000,556.000000,550.000000,550.000000,544.106384,14067008
2023-09-07,546.000000,548.000000,542.000000,542.000000,536.192017,20717005
2023-09-08,535.000000,540.000000,535.000000,539.000000,533.224243,15283568
2023-09-11,539.000000,540.000000,536.000000,536.000000,530.256409,14631968
2023-09-12,536.000000,545.000000,536.000000,544.000000,538.170654,16028336
2023-09-13,545.000000,548.000000,541.000000,541.000000,535.202759,16191392
2023-09-14,544.000000,550.000000,543.000000,550.000000,547.140381,17144287
2023-09-15,549.000000,558.000000,547.000000,558.000000,555.098755,42517441
2023-09-18,548.000000,549.000000,540.000000,540.000000,537.192383,36684692
2023-09-19,539.000000,543.000000,538.000000,538.000000,535.202759,18901683
2023-09-20,536.000000,538.000000,535.000000,535.000000,532.218384,24635567
2023-09-21,530.000000,531.000000,526.000000,527.000000,524.259949,32012694
2023-09-22,523.000000,525.000000,522.000000,522.000000,519.285950,29049309
2023-09-25,522.000000,529.000000,522.000000,525.000000,522.270386,17116402
2023-09-26,521.000000,524.000000,519.000000,519.000000,516.301575,26392692
2023-09-27,517.000000,523.000000,516.000000,522.000000,519.285950,16846401
2023-09-28,523.000000,525.000000,520.000000,523.000000,520.280762,19733331
2023-10-02,530.000000,534.000000,528.000000,533.000000,530.228760,25427911
2023-10-03,528.000000,533.000000,528.000000,529.000000,526.249573,14490129
2023-10-04,521.000000,523.000000,519.000000,520.000000,517.296387,28358964
2023-10-05,523.000000,529.000000,523.000000,528.000000,525.254761,24945684
2023-10-06,530.000000,533.000000,529.000000,532.000000,529.233948,15336587
2023-10-11,542.000000,544.000000,540.000000,544.000000,541.171570,46639969
2023-10-12,545.000000,550.000000,544.000000,550.000000,547.140381,34161176
2023-10-13,550.000000,554.000000,548.000000,553.000000,550.124756,31123496
2023-10-16,546.000000,547.000000,542.000000,545.000000,542.166382,19875676
2023-10-17,550.000000,552.000000,548.000000,551.000000,548.135193,18364998
2023-10-18,549.000000,549.000000,540.000000,540.000000,537.192383,26418940
2023-10-19,540.000000,548.000000,540.000000,546.000000,543.161194,22881262
2023-10-20,549.000000,556.000000,546.000000,556.000000,553.109192,45984177
2023-10-23,552.000000,553.000000,543.000000,544.000000,541.171570,22747367
2023-10-24,543.000000,546.000000,540.000000,544.000000,541.171570,15007814
2023-10-25,544.000000,551.000000,544.000000,544.000000,541.171570,16526355
2023-10-26,530.000000,535.000000,530.000000,531.000000,528.239136,28188348
2023-10-27,534.000000,536.000000,532.000000,533.000000,530.228760,15679643
2023-10-30,531.000000,534.000000,528.000000,532.000000,529.233948,21404842
2023-10-31,535.000000,535.000000,527.000000,529.000000,526.249573,25667058
2023-11-01,533.000000,533.000000,527.000000,528.000000,525.254761,13603347
2023-11-02,536.000000,547.000000,535.000000,547.000000,544.156006,29401438
2023-11-03,547.000000,549.000000,545.000000,549.000000,546.145569,15426176
2023-11-06,553.000000,556.000000,550.000000,550.000000,547.140381,29215201
2023-11-07,552.000000,555.000000,550.000000,555.000000,552.114380,14777790
2023-11-08,550.000000,557.000000,550.000000,556.000000,553.109192,15314834
2023-11-09,551.000000,557.000000,551.000000,557.000000,554.104004,13165684
2023-11-10,555.000000,557.000000,554.000000,557.000000,554.104004,12994933
2023-11-13,579.000000,580.000000,571.000000,571.000000,568.031189,43866014
2023-11-14,576.000000,576.000000,571.000000,572.000000,569.026001,21568576
2023-11-15,583.000000,583.000000,575.000000,581.000000,577.979187,50305088
2023-11-16,581.000000,583.000000,578.000000,583.000000,579.968811,28291435
2023-11-17,579.000000,583.000000,579.000000,580.000000,576.984375,22031704
2023-11-20,576.000000,579.000000,575.000000,577.000000,574.000000,22010114
2023-11-21,582.000000,585.000000,581.000000,585.000000,581.958374,35921706
2023-11-22,576.000000,579.000000,574.000000,577.000000,574.000000,21969125
2023-11-23,574.000000,578.000000,574.000000,578.000000,574.994812,14486134
2023-11-24,577.000000,578.000000,574.000000,575.000000,572.010376,10058969
2023-11-27,573.000000,577.000000,568.000000,568.000000,565.046814,18528520
2023-11-28,565.000000,576.000000,565.000000,575.000000,572.010376,26343906
2023-11-29,578.000000,579.000000,570.000000,574.000000,571.015564,24868842
2023-11-30,576.000000,577.000000,570.000000,577.000000,574.000000,47192647
2023-12-01,573.000000,579.000000,573.000000,579.000000,575.989624,28051165
2023-12-04,582.000000,582.000000,571.000000,574.000000,571.015564,26847171
2023-12-05,571.000000,572.000000,567.000000,570.000000,567.036377,22229723
2023-12-06,568.000000,575.000000,568.000000,570.000000,567.036377,21518089
2023-12-07,570.000000,573.000000,566.000000,566.000000,563.057190,20840397
2023-12-08,574.000000,577.000000,570.000000,570.000000,567.036377,33507214
2023-12-11,572.000000,575.000000,570.000000,574.000000,571.015564,27378610
2023-12-12,580.000000,581.000000,575.000000,578.000000,574.994812,29403010
2023-12-13,576.000000,579.000000,576.000000,577.000000,574.000000,22977731
2023-12-14,581.000000,582.000000,579.000000,582.000000,582.000000,39409958
2023-12-15,585.000000,586.000000,580.000000,585.000000,585.000000,54323262
2023-12-18,579.000000,585.000000,577.000000,585.000000,585.000000,26122277
2023-12-19,588.000000,588.000000,580.000000,585.000000,585.000000,28254292
2023-12-20,587.000000,587.000000,583.000000,585.000000,585.000000,38121456
2023-12-21,577.000000,579.000000,575.000000,577.000000,577.000000,24923414
2023-12-22,582.000000,582.000000,579.000000,582.000000,582.000000,18690214
2023-12-25,582.000000,585.000000,580.000000,581.000000,581.000000,9548143
2023-12-26,583.000000,586.000000,582.000000,586.000000,586.000000,16094308
2023-12-27,587.000000,592.000000,586.000000,592.000000,592.000000,33401336
2023-12-28,592.000000,593.000000,589.000000,593.000000,593.000000,25514849
2023-12-29,589.000000,593.000000,589.000000,593.000000,593.000000,18416318
